sig_id	canonical_smiles
LKCP002_MCF7_24H:L01	CC(C)c1nc(nc(-c2ccc(F)cc2)c1C=C[C@@H](O)C[C@@H](O)CC(O)=O)N(C)S(C)(=O)=O
REP.A011_MCF7_24H:C01	CC(C)c1nnc(C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
CPC012_MCF7_24H:BRD-K30381304-001-06-3:10	CC(C)c1nnc(NC(=O)c2nc(ncc2Cl)S(=O)(=O)Cc3ccc(C)cc3)s1
CPC012_MCF7_24H:BRD-K09661167-001-06-1:10	CC(C)c1nnc(NC(=O)c2nc(ncc2Cl)S(=O)(=O)Cc3cccc(C)c3)s1
REP.A014_MCF7_24H:G19	CC(C)c1noc(n1)N1CCC(COc2ccc(nc2)-c2ccc(cc2)S(C)(=O)=O)CC1
CPC015_MCF7_24H:BRD-K64245000-001-01-7:10	CC(C)c1onc(c1COc2ccc(C=Cc3cccc(c3)C(=O)O)c(Cl)c2)c4c(Cl)cccc4Cl
REP.A022_MCF7_24H:M13	CC(C)n1c(C)ncc1-c1ccnc(Nc2ccc(cc2)S(C)(=O)=O)n1
LKCP002_MCF7_24H:L10	CC(C)n1c(C=C[C@@H](O)C[C@@H](O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12
CPD003_MCF7_24H:K19	CC(C)n1c(C=C[C@H](O)C[C@H](O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12
PBIOA020_MCF7_24H:F01	CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc12
LJP005_MCF7_24H:D19	CC(C)n1cnc2c(Nc3cccc(NC(=O)C=C)c3)nc(N[C@H]3CC[C@@H](CC3)N(C)C)nc12
CPC016_MCF7_24H:BRD-K80725821-300-01-1:10	CC(C)n1cnc2c(cc(Cl)cc12)C(=O)N[C@H]1CN2CCC1CC2
REP.A015_MCF7_24H:L01	CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12
ASG003_MCF7_24H:P07	CC(C)n1nc(C)nc1-c1cn2CCOc3cc(ccc3-c2n1)-c1cnn(c1)C(C)(C)C(N)=O
CPC007_MCF7_24H:BRD-K62716919-001-05-0:10	CC(C)n1nc(Cc2cccc3ccccc23)c(C#N)c1N
CPC018_MCF7_24H:BRD-K15196155-001-01-5:10	CC(C)n1nnc2cc(ccc12)C(O)=O
LJP009_MCF7_24H:P13	CC(C1=CN=CS1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)OC
CPC015_MCF7_24H:BRD-A19037878:10	CC(C=C(C)C=CC(=O)NO)C(=O)c1ccc(cc1)N(C)C
CPC014_MCF7_24H:BRD-K22429181-001-08-4:10	CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=C/CO
CPC017_MCF7_24H:BRD-A68891053-001-01-2:10	CC(C=Cc1cccc(Oc2ccc(F)cc2)c1)N(O)C(=O)N
CPC005_MCF7_24H:BRD-A55946879-001-02-9:10	CC(C=Cc1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O
CPC015_MCF7_24H:BRD-A69917777-065-01-4:10	CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C
CPC005_MCF7_24H:BRD-A73859745-236-01-8:10	CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
CPC014_MCF7_24H:BRD-A84327315-001-01-1:10	CC(CCCC(C)(C)O)C1CCC2C(CCC[C@@]12C)=C/C=C1/CC(O)C[C@H](O)C1=C
CPC010_MCF7_24H:BRD-A66435872-050-04-0:10	CC(CCCCC(=O)Nc1ccc(cc1)C(F)(F)F)NCCc1c[nH]cn1
CPD001_MCF7_24H:BRD-A78322124-003-11-6:10	CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
CPC018_MCF7_24H:BRD-A36267905-003-12-7:10	CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1
CPC015_MCF7_24H:BRD-A07440155-003-16-3:10	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O
CPC005_MCF7_24H:BRD-A37492983-001-03-8:10	CC(CN(C(C)=O)c1c(I)cc(I)c(N)c1I)C(O)=O
CPD002_MCF7_24H:BRD-A43809092-003-01-3:10	CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
CPC016_MCF7_24H:BRD-A19195498-050-09-1:10	CC(CN(C)C)CN1c2ccccc2CCc2ccccc12
CPC005_MCF7_24H:BRD-A49225603-045-05-0:10	CC(CN(C)C)CN1c2ccccc2Sc2ccccc12
CPD003_MCF7_24H:I05	CC(CN(C)C)CN1c2ccccc2Sc3ccccc13.CC(CN(C)C)CN1c2ccccc2Sc3ccccc13
CPC018_MCF7_24H:BRD-A62890442-001-01-0:10	CC(CN)CC(O)=O
REP.A001_MCF7_24H:H01	CC(CN1CCCCC1)C(=O)c1ccc(C)cc1
REP.A021_MCF7_24H:O19	CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1
CPD002_MCF7_24H:BRD-A97730597-003-08-1:10	CC(CNC1CCCCC1)OC(=O)c1ccccc1
CPC017_MCF7_24H:BRD-A73581086-001-01-3:10	CC(CO)NC(=O)C1CN(C)C2Cc3c[nH]c4cccc(C2=C1)c34
CPC020_MCF7_24H:BRD-A67799922-003-22-9:10	CC(COc1ccccc1)N(CCCl)Cc1ccccc1
CPD001_MCF7_24H:BRD-A74269027-003-16-0:10	CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2
CPC005_MCF7_24H:BRD-A16700644-003-03-6:10	CC(COc1ccccc1)NC(C)[C@H](O)c1ccc(O)cc1
CPC011_MCF7_24H:BRD-A42423104-011-04-7:10	CC(COc1ccccc1Cc2ccccc2)N3CCCCC3
CPC020_MCF7_24H:BRD-A99833829-003-21-4:10	CC(C[N+](C)(C)C)OC(N)=O
CPC009_MCF7_24H:BRD-A69512159-002-02-2:10	CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O
REP.A020_MCF7_24H:G01	CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
CPC016_MCF7_24H:BRD-A97104540-004-08-5:10	CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
CPD001_MCF7_24H:BRD-A22305049-003-10-2:10	CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1
CPC015_MCF7_24H:BRD-A36074203-003-03-5:10	CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1
REP.A001_MCF7_24H:I07	CC(Cc1ccccc1)N(C)CC#C
CPD002_MCF7_24H:BRD-A08255417-001-09-7:10	CC(Cc1ccccc1)N(C)Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C
CPD002_MCF7_24H:BRD-A10662413-043-06-2:10	CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
CPC010_MCF7_24H:BRD-K23217072-001-02-7:10	CC(Cl)=CCn1c(NCCc2ccccc2)nc2n(C)c(=O)n(C)c(=O)c12
CPC005_MCF7_24H:BRD-A71157293-003-03-5:10	CC(N(Cc1cnc(C)nc1N)C=O)=C(CCO)SSCC1CCCO1
CPD002_MCF7_24H:BRD-K02571615-001-01-8:10	CC(N(Cc1cnc(C)nc1N)C=O)=C(CCOP(O)(O)=O)SC(=O)c1ccccc1
CPC011_MCF7_24H:BRD-A56359832-001-08-7:10	CC(N(O)C(N)=O)c1cc2ccccc2s1
CPC005_MCF7_24H:BRD-A92670106-003-03-9:10	CC(N)C(=O)Nc1c(C)cccc1C
CPC015_MCF7_24H:BRD-A14966924-001-03-0:10	CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
MUC.CP008_MCF7_24H:F01	CC(N)C12CC3CC(CC(C3)C1)C2
REP.A016_MCF7_24H:M19	CC(N)C1CCC(CC1)C(=O)Nc2ccncc2
CPD001_MCF7_24H:BRD-A32988684-003-07-9:10	CC(N)CCCC(C)(C)O
CPC020_MCF7_24H:BRD-A64092382-003-14-2:10	CC(N)COc1c(C)cccc1C
CPC016_MCF7_24H:BRD-A17428743-003-03-3:10	CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12
CPC016_MCF7_24H:BRD-A49370193-051-01-7:10	CC(N)Cn1ccc2cc(F)c(Cl)cc12
CPD002_MCF7_24H:BRD-A84282119-003-01-2:10	CC(N)[C@]12C[C@H]3C[C@H](C[C@@H](C3)C1)C2
CPC016_MCF7_24H:BRD-A58207013-001-01-2:10	CC(NC(=NC#N)Nc1ccncc1)C(C)(C)C
CPC016_MCF7_24H:BRD-A68929948-001-01-9:10	CC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC(C(=O)OC(C)(C)C)c2ccccc2
REP.A011_MCF7_24H:F01	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
REP.A013_MCF7_24H:P01	CC(NC(Nc1ccncc1)=NC#N)C(C)(C)C
CPC005_MCF7_24H:BRD-A55369275-003-01-2:10	CC(NCC(O)CP(=O)(O)CC1CCCCC1)c2ccc(Cl)c(Cl)c2
CPD001_MCF7_24H:BRD-A71033472-003-19-7:10	CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1
CPC015_MCF7_24H:BRD-A59174698-003-12-8:10	CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
PBIOA014_MCF7_24H:K01	CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
HOG002_MCF7_24H:BRD-A02481876-001-09-9:10	CC(Nc1nc(nc2ccccc12)N3CCCC3)c4ccccc4
LJP009_MCF7_24H:L19	CC(Nc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c1ncc(F)cn1
CPC009_MCF7_24H:BRD-A11087911-001-05-8:10	CC(Nc1ncnc2ccc(cc12)c3c(C)noc3C)c4ccco4
CPD003_MCF7_24H:O13	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F
CPD003_MCF7_24H:M07	CC(O)(P(O)(O)=O)P(O)(O)=O
REP.A019_MCF7_24H:M01	CC(O)C1C2SC(C3CCCO3)=C(N2C1=O)C(O)=O
REP.A011_MCF7_24H:E13	CC(O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O
LJP005_MCF7_24H:P13	CC(O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C
REP.A023_MCF7_24H:H13	CC(O)Cn1c(C)ncc1[N+]([O-])=O
CPC014_MCF7_24H:BRD-A01317026-001-01-2:10	CC(O)[C@H](O)C1=Nc2c(NC1)nc(N)[nH]c2=O
CPC020_MCF7_24H:BRD-A67605442-001-01-7:10	CC(O)[C@H](O)C1CNc2nc(N)[nH]c(=O)c2N1
CPC007_MCF7_24H:BRD-A02241946-001-04-4:10	CC(O)c1cc2n(C)c3c(=O)n(Cc4ccccc4F)ncc3c2s1
CPC019_MCF7_24H:BRD-A54077041-001-05-0:10	CC(OC(=O)C1=NNC(=O)CC1)C(=O)c2cc(C)n(c2C)c3ccc(OC(F)F)cc3
CPC013_MCF7_24H:BRD-A25569250-001-01-7:10	CC(OC(=O)Nc1c(C)noc1-c1ccc(CSCCC(O)=O)cc1)c1ccccc1Cl
CPC007_MCF7_24H:BRD-A93942655-001-02-2:10	CC(OC(=O)c1ccc(c(c1)[N+]([O-])=O)S(C)(=O)=O)C(=O)NC1C2CC3CC(C2)CC1C3
CPC019_MCF7_24H:BRD-A31429689-001-05-8:10	CC(OC(=O)c1cccc(NS(=O)(=O)C)c1)C(=O)Nc2ccc(cc2)N3CCOCC3
REP.A012_MCF7_24H:M07	CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
CPC012_MCF7_24H:BRD-A88029023-001-01-2:10	CC(Oc1ccc(Cl)cc1C)C(=O)Nc2ccc(cc2)C(=O)Nc3ccccc3C(=O)O
CPC006_MCF7_24H:M03	CC(Oc1ccc(O)cc1)(P(O)(O)=O)P(O)(O)=O
CPC019_MCF7_24H:BRD-A47832959-001-06-6:10	CC(Sc1cc(C)c2ccccc2n1)C(=O)Nc3ncc(Cl)cc3Cl
CPC010_MCF7_24H:BRD-A19928752-001-07-3:10	CC(Sc1ccc(C)cc1)C(=O)Nc2nc[nH]n2
CPC007_MCF7_24H:BRD-A06664848-001-07-5:10	CC(Sc1nc2cc(Cl)ccc2s1)C(=O)Nc3cccc(c3)S(=O)(=O)N4CCOCC4
CPC014_MCF7_24H:BRD-A52193669-001-01-7:10	CC([C@H]1CC[C@@H]2[C@H]3C[C@H]4O[C@@]44[C@@H](O)C=CC(=O)[C@@]4(C)C3CC[C@@]12C)[C@@H]1CC(C)=C(CO)C(=O)O1
REP.A006_MCF7_24H:I07	CC(c1c[nH]cn1)c1cccc(C)c1C
CPC005_MCF7_24H:BRD-A66563878-003-01-8:10	CC(c1cnc[nH]1)c2cccc(C)c2C
CPC019_MCF7_24H:BRD-K96076993-001-01-7:10	CC/1=NNC(=O)C1=C/c2cn(nc2c3ccc(F)cc3)c4ccccc4
CPC005_MCF7_24H:BRD-K04210847-001-01-1:10	CC/C(=C(c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)/c3ccccc3
CPC017_MCF7_24H:BRD-K63913457-001-02-7:10	CC/C=CC/C=CC/C=CCCCCCCCCCC(=O)O
CPC018_MCF7_24H:BRD-K01624546-001-02-8:10	CC/C=CC/C=CC/C=CCCCCCCCCCCCC(=O)O
PCLB002_MCF7_24H:BRD-K52160314:10	CC1(C)C(=O)NN=C1c1ccc(Cl)cc1
PCLB002_MCF7_24H:BRD-K22587354:10	CC1(C)C(=O)NN=C1c1ccc(cc1)N1CCOCC1
CPC013_MCF7_24H:BRD-A20488704-001-01-7:10	CC1(C)C(CCC2(C)C3CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C=C)C=C3CCC12)O[C@@H]5O[C@@H](CO)[C@H](O)[C@H]5O
CPC005_MCF7_24H:BRD-A22713669-001-01-9:10	CC1(C)C2C(=NC1=O)c3ccccc3C(=O)C2=O
CPC018_MCF7_24H:BRD-A40431293-001-01-0:10	CC1(C)C2C=C[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)c3ccoc3)[C@@]2(C)C=CC1=O
CPC005_MCF7_24H:BRD-A47144777-001-02-5:10	CC1(C)C2C[C@@H](O)[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)C=C43)c5ccoc5)[C@@]2(C)CCC1=O
CPC017_MCF7_24H:BRD-A42553870-001-05-1:10	CC1(C)CC(=O)C(C2c3ccccc3OC3=C2C(=O)CC(C)(C)C3)C(=O)C1
CPC019_MCF7_24H:BRD-K28120860-001-02-4:10	CC1(C)CC(=O)C=C(SCC(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)S1
PCLB003_MCF7_24H:BRD-K25079130-001-01-1:10	CC1(C)CC(C)(C)C2=[N+]([O-])c3cc4OC(C)(C)C=Cc4cc3C2=C1
CPC006_MCF7_24H:L10	CC1(C)CC(C1)c1nc(-c2ccc3ccc(nc3c2)-c2ccccc2)c2c(N)nccn12
CPC016_MCF7_24H:BRD-A90311807-236-01-4:10	CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O
CPC018_MCF7_24H:BRD-A30856524-001-01-1:10	CC1(C)CC2C1CC[C@]1(C)CCC3C(CC(=O)O[C@]23C1)C(O)=O
REP.A022_MCF7_24H:P19	CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1
REP.A021_MCF7_24H:I07	CC1(C)CCC(C)(C)c2cc(C=Cc3ccc(cc3)C(O)=O)c(Cn3cccn3)cc12
ASG002_MCF7_24H:G10	CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12
MUC.CP003_MCF7_24H:BRD-K06854232-001-03-3:10	CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O
REP.A017_MCF7_24H:G01	CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
CPC013_MCF7_24H:BRD-K99616396-316-01-2:10	CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12
CPC011_MCF7_24H:BRD-K85518562-236-06-3:10	CC1(C)C[C@@H]1C(=O)N/C(=CCCCCSC[C@H](N)C(=O)O)/C(=O)O
REP.A022_MCF7_24H:I01	CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)C(F)(F)F)C(=O)C1
REP.A018_MCF7_24H:D19	CC1(C)N(CCCCO)C(=O)N(C1=O)c1ccc(C#N)c(c1)C(F)(F)F
CPC007_MCF7_24H:BRD-K54503842-001-05-4:10	CC1(C)N2[C@@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccc(F)cc5)C2=O
CPC010_MCF7_24H:BRD-K62493605-001-06-3:10	CC1(C)N2[C@@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5cccc(F)c5)C2=O
CPC007_MCF7_24H:BRD-K62586643-001-05-0:10	CC1(C)N2[C@@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccccc5)C2=O
CPC007_MCF7_24H:BRD-K99494806-001-05-7:10	CC1(C)N2[C@@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccccc5F)C2=O
CPC007_MCF7_24H:BRD-K65741250-001-05-2:10	CC1(C)N2[C@H](Cc3c1[nH]c4ccccc34)C(=O)N(C2=O)c5cc(F)ccc5F
CPC007_MCF7_24H:BRD-K67880862-001-06-4:10	CC1(C)N2[C@H](Cc3c1[nH]c4ccccc34)C(=O)N(C2=O)c5ccc(F)cc5F
CPC007_MCF7_24H:BRD-K84284996-001-05-9:10	CC1(C)N2[C@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccc(F)cc5)C2=O
CPC007_MCF7_24H:BRD-K61923775-001-05-6:10	CC1(C)N2[C@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccccc5)C2=O
CPC007_MCF7_24H:BRD-K59429476-001-05-0:10	CC1(C)N2[C@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccccc5Cl)C2=O
CPC010_MCF7_24H:BRD-K97666802-001-05-6:10	CC1(C)N2[C@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccccc5F)C2=O
CPC007_MCF7_24H:BRD-K82566177-001-05-2:10	CC1(C)N2[C@H](Cc3c1[nH]c4ccccc34)C(=O)N(Cc5ccco5)C2=O
CPC015_MCF7_24H:BRD-K23566484-001-09-4:10	CC1(C)NC(=O)N(C1=O)c1ccc(c(c1)C(F)(F)F)[N+]([O-])=O
CPC008_MCF7_24H:BRD-K33720394-001-01-1:10	CC1(C)N[C@@H](Cc2c1[nH]c1ccccc21)C(O)=O
CPD003_MCF7_24H:E19	CC1(C)OC(=O)NC1=O
CPC005_MCF7_24H:BRD-A92439610-001-03-2:10	CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
REP.A026_MCF7_24H:C01	CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)[C@@]2(O1)C(=O)CCl
CPC015_MCF7_24H:BRD-A65449987-001-06-2:10	CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO
CPC005_MCF7_24H:BRD-A77824596-001-03-2:10	CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
REP.A019_MCF7_24H:N07	CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
CPC011_MCF7_24H:BRD-K29653726-001-10-0:10	CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
CPC020_MCF7_24H:BRD-K53790871-001-15-1:10	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
REP.A014_MCF7_24H:O19	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@]4(F)[C@H](O)C[C@]3(C)[C@]2(O1)C(=O)CO
DPK.CP002_MCF7_24H:BRD-K81709173:10	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl
CPC020_MCF7_24H:BRD-K94353609-001-15-8:10	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
CPC009_MCF7_24H:BRD-K49577446-001-09-8:10	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
CPC018_MCF7_24H:BRD-K00824317-001-03-0:10	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
CPD002_MCF7_24H:BRD-K71451869-001-01-2:10	CC1(C)O[C@@H]2C[C@H]3[C@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl
CPD003_MCF7_24H:J01	CC1(C)O[C@@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
CPD002_MCF7_24H:BRD-K18674849-001-01-0:10	CC1(C)O[C@@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
CPD002_MCF7_24H:BRD-K58746048-001-01-6:10	CC1(C)O[C@@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
CPC017_MCF7_24H:BRD-K05906022-001-02-8:10	CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]4(C)[C@@H]3CC[C@@]5(C)[C@@H](OC(=O)[C@H]6O[C@]654)c7ccoc7
CPC008_MCF7_24H:BRD-K99530743-001-01-3:10	CC1(C)Oc2c(C=C1)ccc(O)c2C(=O)C=Cc1ccccc1
PCLB003_MCF7_24H:BRD-K50324045-001-01-3:10	CC1(C)Oc2cc3c(cc2C=C1)C1=C[C@@]2(CC(C)(C)C1=[N+]3[O-])NC(=O)[C@@H]1CCCN1C2=O
CPC016_MCF7_24H:BRD-A76093993-001-01-8:10	CC1(C)Oc2ccc(C#N)cc2C(C1O)N3CCCC3=O
CPC017_MCF7_24H:BRD-K52721684-001-02-2:10	CC1(C)Oc2ccc(cc2[C@@H](OC2=CC(=O)CC2)[C@@H]1O)C#N
CPC017_MCF7_24H:BRD-K24526313-001-08-6:10	CC1(C)Oc2ccc(cc2[C@H]([C@@H]1O)N1CCCC1=O)C#N
REP.A026_MCF7_24H:G01	CC1(C)Oc2ccc(cc2[C@H]([C@@H]1O)N1CCCC1=O)C#N.CC1(C)Oc2ccc(cc2[C@@H]([C@H]1O)N1CCCC1=O)C#N
PCLB003_MCF7_24H:BRD-K10466330-001-01-5:10	CC1(C)Oc2ccc3C4=C[C@@]56NC(=O)[C@]7(CCCN7C5=O)C[C@H]6C(C)(C)C4=[N+]([O-])c3c2C=C1
CPC005_MCF7_24H:BRD-A19918940-001-03-6:10	CC1(C)Oc2ccc3ccc(=O)oc3c2CC1O
CPC020_MCF7_24H:BRD-A16754160-236-03-3:10	CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
CPC009_MCF7_24H:BRD-A84702196-001-07-6:10	CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
CPC011_MCF7_24H:BRD-K41051431-001-01-6:10	CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(O)=O
CPC016_MCF7_24H:BRD-K89046952-001-03-4:10	CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O
REP.A013_MCF7_24H:P07	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(O)=O
CPC015_MCF7_24H:BRD-K55191674-237-12-6:10	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O
CPC020_MCF7_24H:BRD-K55044200-001-11-2:10	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O
CPC017_MCF7_24H:BRD-A10303790-003-03-7:10	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC4OC(=O)c5ccccc45
CPD001_MCF7_24H:BRD-K68432770-341-04-9:10	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O
CPD003_MCF7_24H:F16	CC1(C)S[C@H]2[C@H](NC(=O)C(C(O)=O)c3ccsc3)C(=O)N2[C@H]1C(O)=O
CPD003_MCF7_24H:N17	CC1(C)S[C@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2C1C(O)=O.CC1(C)S[C@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2C1C(O)=O
CPD003_MCF7_24H:H18	CC1(C)S[C@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O
CPD003_MCF7_24H:J21	CC1(C)S[C@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc12
CPD003_MCF7_24H:E03	CC1(C)S[C@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O
CPD003_MCF7_24H:A24	CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O
PCLB002_MCF7_24H:BRD-K39569857:10	CC1(C)[C@@H]2C[C@]34CCCN3C(=O)[C@]2(NC4=O)C=C2c3cc4OCOc4cc3[N+]([O-])=C12
PCLB003_MCF7_24H:BRD-K61691971-001-01-0:10	CC1(C)[C@@H]2C[C@]34CCCN3C(=O)[C@]2(NC4=O)C=C2c3cc4nccnc4cc3[N+]([O-])=C12
REP.A025_MCF7_24H:F01	CC1(C)[C@H](CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O
